,Unnamed: 0,ID,FULL TEXT,CREATED AT
347,10,1365947856230641669," 20210228 
වෙළෙඳ අපනයන ක්ෂේත්‍රයේ ප්‍රගතිය පිළිබඳ වෙළඳ අමාත්‍ය ආචාර්ය බන්දුල ගුණවර්ධන මහතා සහ අපනයන සංවර්ධන උපදේශක සභා සාමාජිකයන් සමඟ පැවති සාකච්ඡාවේ විශේෂ අවස්ථා 
     
 ",2021-02-28 08:52:01
348,0,1366602940845154306,"ගාල්ල දිස්ත්‍රික් මළල ක්‍රීඩා පුහුණුකරුවන් සඳහා පැවති තෙදින වැඩමුළුව
 2021  02  28  පැවති සමාප්ති උත්සවය

      474",2021-03-02 04:15:06
349,1,1366591127093014531,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  කොළඹ දිස්ත්‍රික්ක ව්යාප්තිය  20210301
                   344",2021-03-02 03:28:09
350,2,1366591013226127362,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  දිස්ත්‍රික්ක ව්යාප්තිය  20210301
                   ",2021-03-02 03:27:42
351,0,1366646593768849408,  අවුරුදු 25 තරුණියගේ ගෙල කපා කඳ බෑගයකට දමා කොළඹ රැගෙන ආ  දර්ශන 1       ,2021-03-02 07:08:33
352,0,1369626594097078275, සමාගම විසින් මෙම වසරේ දෙවැනි වරටත්    එකක් පැවැත්වීමට තීරණය කරයි    9,2021-03-10 12:30:01
353,1,1369606018037149696, ආණ්ඩු පක්ෂයේ රහසක් ෆොන්සේකා හෙළිකරයි 11       ,2021-03-10 11:08:15
354,2,1369264206046969857,  එක සමඟින් එළිදැක්වෙන පළමු ජංගම දුරකථන මාදිලිය  50  එක වෙනු ඇති බවට තොරතුරු වාර්තා වෙයි    21,2021-03-09 12:30:01
355,3,1369243682256347137,සහරාන්ව හදල තියෙනව වඩල තියෙනව කිරි පොවල තියෙනවා  5       ,2021-03-09 11:08:27
356,4,1369243680004059140,වැරදි කරල නැත්නම් කැලෑ කොමිසම් හරහා නිදහස් වෙන්න ඕන නෑ        ,2021-03-09 11:08:27
357,5,1369236976897912835,"මාර්තු 15වන දින බස්නාහිර පළාතේ පාසල් ආරම්භ කරන්නේ
05වන ශ්‍රේණිය 11වන ශ්‍රේණිය සහ 13වන ශ්‍රේණි සඳහා පමණයි…
           34",2021-03-09 10:41:49
358,6,1369198344942333953,පීඑච් ඩී එකට කලින් මොන්ටිසෝරියකට ගිහින් මානව හිමිකම් ඉගෙන ගන්න ඕන   1       ,2021-03-09 08:08:18
359,7,1369170805393825793,"   
වැඩි ලුණු වැඩි ලෙඩ

අධික ලුණු භාවිතය නිසා වසරක් තුල ලොව පුරා සිදුවන මරණ ගණන ලක්ෂ විසි පහක් ඉක්මවයි පර්යේෂණ වලට අනුව සෑම දරුණු හෘදයාබාධ 4කින් එකකටම අධික ලුණු භාවිතය හේතු වේ 1",2021-03-09 06:18:52
360,8,1369168219987193857,රාත්තල් වලින් ප්‍රශ්න අහද්දි රාත්තල් වලින් උත්තර දෙන්න ඕන ඩල්ස්   69       ,2021-03-09 06:08:36
361,9,1369168215981633536,පාස්කු වාර්තාව හෙට පාර්ලිමේන්තුවට   001       ,2021-03-09 06:08:35
362,10,1369158668793520129,"රජයේ ප්‍රවෘත්ති දෙපාර්තමේන්තුව විසින් ජනතාව වෙත නිකුත් කරන දිනපතා කොවිඩ් ආසාදිත මරණ ගණන එදින හෝ පෙර දින මරණ නොවන්නේ කෙසේද 

සත්‍යවශයෙන්ම සිදුවන මරණ ගණන සඟවා සලාක ක්‍රමයට මරණ ගණන දැනුම් දීමක් ද මේ සිදුවන්නේ 

19    82",2021-03-09 05:30:39
363,11,1369157550801756160,"රජයේ ප්‍රවෘත්ති දෙපාර්තමේන්තුව විසින් ජනතාව වෙත නිකුත් කරන දිනපතා කොවිඩ් ආසාදිත මරණ ගණන එදින හෝ පෙර දින මරණ නොවන්නේ කෙසේද 

සත්‍යවශයෙන්ම සිදුවන මරණ ගණන සඟවා සලාක ක්‍රමයට මරණ ගණන දැනුම් දීමක් ද මේ සිදුවන්නේ 

19    705",2021-03-09 05:26:12
364,12,1369156536560283650,"භූමිතෙල් සහනාධාරය අවභාවිතයකින් තොරව ප්‍රතිලාභීන්ට ලබාදෙන්නැයි අග්‍රාමාත්‍යතුමාගෙන් උපදෙස්

       7869200",2021-03-09 05:22:10
365,13,1369156117926801412,"මාධ්‍ය  නිවේදනය 
ඊයේ 08 පස්වරු 830 වන විට කොවිඩ්19 ප්‍රතිශක්තිකරණ වැඩ සටහනේ ප්‍රගතිය

                  1",2021-03-09 05:20:30
366,14,1369126148907491330,මාර්තු 23 වැනි දින  9  එක එළිදැක්වීමට කටයුතු කරන බව  සමාගම  නිළ වශයෙන් නිවේදනය කරයි    74,2021-03-09 03:21:25
367,15,1368869288866627585,"දුනු විදීමේ ජාතික සංචිතයේ පුහුණු වීම් වෙනුවෙන් මහරගම ඉසුර දේවප්‍රිය ක්‍රීඩාංගණය වෙන් කෙරේ

           2",2021-03-08 10:20:45
368,16,1368820402366029824,"අධ්‍යයන පොදු සහතික පත්‍ර සාමාන්‍ය පෙළ විභාගය 20202021 මාර්තු
           15",2021-03-08 07:06:30
369,17,1368802744207769603,"නිරෝගිමත් කතක්  ජවසම්පන්න රටක්  ජාත්‍යන්තර කාන්තා දින සැමරුම් වැඩසටහන
           09",2021-03-08 05:56:20
370,18,1368778201372057604,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  ගම්පහ දිස්ත්‍රික්ක ව්යාප්තිය  20210307
                   ",2021-03-08 04:18:48
371,19,1368778054873407493,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  කොළඹ දිස්ත්‍රික්ක ව්යාප්තිය  20210307
                   ",2021-03-08 04:18:13
372,20,1368777899982135296,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  දිස්ත්‍රික්ක ව්යාප්තිය  20210307
                   5",2021-03-08 04:17:36
373,21,1368777660457906177,"20210308
ජාත්‍යන්තර කාන්තා දිනය වෙනුවෙන් අතිගරු ජනාධිපතිතුමන් විසින් නිකුත් කරන ලද සුභාශිංසන පණිවුඩය 
அதிமேதகு ஜனாதிபதியின் சர்வதேச மகளிர் தின வாழ்த்து செய்தி 
    

 ",2021-03-08 04:16:39
374,22,1368763244999888901,"ඔබ නිතර නිතරම බොහෝ වේලාවක් ඔබගේ මුදල් පසුම්බිය සාක්කුවේ දමාගෙන ඒ මත වාඩි වී සිටිනවා නම් එමඟින් ඔබගේ පාදයට යන ස්නායු තදවීමකට ලක් වී ඔබගේ පාදය ස්ථිර ලෙස පණ නැති වී යා හැක 🤚

   ",2021-03-08 03:19:22
375,23,1368587824254001155,"ජාත්‍යන්තර කාන්තා දිනය වෙනුවෙන් ඔබගේ සියලුම ඖෂධ මිලදී ගැනීම් සදහා 10 අගනා වට්ටමක් 

       2021          834",2021-03-07 15:42:19
376,24,1368549625360117760,"‘ත්‍යාග ලබාදෙනවා යැයි පැවසෙන පණිවිඩ’  කිරීමට යාමෙන් වළකින්න  ප්‍රවේශමෙන්

     

7",2021-03-07 13:10:31
377,25,1368547028339290112, සමාගමේ    එකෙහි තිබුණු දුර්වලතාවයක් නිසා පරිශීලකයින්ගේ   එක  කිරීමේ හැකියාවක් පැවතුණු බව අනාවරණය වෙයි    ,2021-03-07 13:00:12
378,26,1368127372889792512, සමාගමේ පසුබෑම හමුවේ චීනයේ විශාලතම  සන්නාමය බවට පත් වීමට  සමාගම සමත් වෙයි    338,2021-03-06 09:12:38
379,27,1367899769918660610,ඔබතුමාගේ ෆොටෝ එකක් ගෙනත් බුදු පිළිමෙ ගාවින් එල්ලුවා දවසකට දෙපාරක් වඳිනවා   සභාපති 446       ,2021-03-05 18:08:14
380,28,1367757742694273026,"නැගෙනහිර පර්යන්තයේ සියලු සංවර්ධන කටයුතු 2023 වර්ෂය වන විට අවසන් කිරීමට නියමිතයි
 වරාය හා නාවික අමාත්‍ය රෝහිත අභයගුණවර්ධන මහතා 
       458",2021-03-05 08:43:52
381,29,1367748787184222211,එල්ටීටීඊ සාමාජිකයන් 12600 සහ කුමරන් පද්මනාදන් නිදොස්කලා   3       ,2021-03-05 08:08:17
382,30,1367718596240097286,පාස්කු ඝාතකයින් රකින්න තරම් ආණ්ඩුවට මොලේ අමාරුවක් නෑ  ඥාණසාර හිමි 65776       ,2021-03-05 06:08:18
383,31,1367709280464375814,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  කොළඹ දිස්ත්රික්කය  20210304
 
                   ",2021-03-05 05:31:17
384,32,1367708097729294338,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  දිස්ත්රික්ක ව්යාප්තිය  20210304   
                   9",2021-03-05 05:26:35
385,33,1367699470276685827,"20210304 දින ශ්‍රී ලංකා පොදු ජන පෙරමුණ මාධ්‍ය හමුවේ සම්පූර්ණ කතාව

        

7",2021-03-05 04:52:18
386,34,1367401490856374273,කොහෙවත් ඉන්න ගවුම්කාරයෝන්ට උත්තරදෙන්න මම ලෑස්ති නෑ  හරීන් පලු අරී 2308       ,2021-03-04 09:08:15
387,35,1367387590739984389,"20210304
“ව්‍යවසාය සුරියවැව” ඇරඹේ 
සෑම ප්‍රාදේශීය ලේකම් කොට්ඨාසයකම කුඩා පරිමාණ කර්මාන්තකරුවන්ගේ නිෂ්පාදන සඳහා වෙළෙඳපළක්  නිර්මාණය කිරීම යටතේ වු “ව්‍යවසාය සුරියවැව” වැඩසටහන සුරියවැව  සතිපොළ භූමියේදි පසුගියදා ආරම්භ වුණා   
 ",2021-03-04 08:13:01
388,36,1367387104989253637," 20210304 
මහා ශිවරාත්‍රි දින උත්සවය උත්කර්ශවත්ව සැමරීමට අග්‍රාමාත්‍යතුමාගෙන් උපදෙස්    
 53",2021-03-04 08:11:05
389,37,1367386408839749633,මුස්ලිම් ඇමතිවරයෙක් නීතිය හදන්න එකතුකරගෙන රාජපක්ෂවරු අපේ විශ්වාසය කඩකළා 44       ,2021-03-04 08:08:19
390,38,1367356333322874882,විනය කඩකළා යැයි චෝදනා තිබෙන ක්‍රීඩකයන් ගැන ක්‍රීඩා කමිටුව කියූ කතාව    517       ,2021-03-04 06:08:48
391,39,1367341220457025539,කාදිනල් තුමන් දරණ මතය සාධාරණයි           ,2021-03-04 05:08:45
392,40,1367336671188971521,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  කොළඹ දිස්ත්‍රික්ක ව්යාප්තිය  20210303
                   62",2021-03-04 04:50:40
393,41,1367336548434243586,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  දිස්ත්‍රික්ක ව්යාප්තිය  20210303
                   7",2021-03-04 04:50:11
394,42,1367313759581073410,"එට්නාගේ මේ වියරුව කෙසේ අවසන් වෙයිද
98

දැනගන්න
නරඹන්න
සීරෝ පුවත්  නාලිකාව වෙත පිවිසෙන්න
​ ​ ​ ​ ​ ​ ​ ​ ​ දැනුම​  අවබෝධය​  විනෝදාස්වාදය​  විදෙස්පුවත්​  ක්‍රීඩාපුවත් 39",2021-03-04 03:19:38
395,43,1367084638846414854,වසර 20ක් තිස්සේ නොපැවැති ආයතනයක් වෙත ඩොළර් බිලියන 218ක දැවැන්ත වන්දි මුදලක් ගෙවන ලෙස අධිකරණය විසින්  සමාගමට නියෝග කරයි    3693,2021-03-03 12:09:11
396,44,1367084460856983552, ඝාතනය වූ තරුණියගේ  විමර්ශනය සිදුවූ ආකාරය ගැන පොලිසිය සියල්ල හෙළිකරයි 8       ,2021-03-03 12:08:29
397,45,1367063082900492290,"මීළඟ කොවිඩ් ප්‍රතිශක්තීකරණ එනනත් තොගයෙන් ‍සංචාරක ක්ෂේත්‍රයේ පිරිස් සඳහා ද ප්‍රමුඛතාව ලබාදීමට කටයුතු කරනවා   සංචාරක අමාත්‍ය ප්‍රසන්න රණතුංග මහතා
           0",2021-03-03 10:43:32
398,46,1367023992520007682,අප්‍රේල් 21ට කලින් තීන්දුවක් ලබා නොදුන්නොත් හැම ගෙදරකම කළුකොඩි උස්සනවා  කාදිනල් හිමි 9422       ,2021-03-03 08:08:12
399,47,1367010434276990982,"බදුල්ල නාරංගල කන්ද සංචාරකයන් සඳහා විධිමත් ක්‍රමවේදයක් සැකසෙන තෙක් වැසේ
           2",2021-03-03 07:14:20
400,48,1367005879711666176,"දහම් පාසල් ශ්‍රේණි විභාගය අප්‍රේල් 04 වැනි ඉරිදා ඇරඹෙයි

           4",2021-03-03 06:56:14
401,49,1366963601714671616,ඉන්දියාව පරිප්පුදාල බය කරගන්න හැදුව වගේ ගුවන් සංදර්ශන කරල බය කරගන්න හදනවා  9       ,2021-03-03 04:08:14
402,50,1366962871632990211,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  රත්නපුර දිස්ත්‍රික්ක ව්යාප්තිය  20210302
                   36",2021-03-03 04:05:20
403,51,1366962677097005059,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  කොළඹ දිස්ත්‍රික්ක ව්යාප්තිය  20210302
                   8",2021-03-03 04:04:33
404,52,1366962565037756422,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  දිස්ත්‍රික්ක ව්යාප්තිය  20210302
                   74",2021-03-03 04:04:07
405,53,1366962531307122688,"දහම් පාසල් ශ්‍රේණි විභාගය අප්‍රේල් 04 වැනි ඉරිදා ඇරඹෙයි
           69",2021-03-03 04:03:59
406,0,1373471650746937347,අපි දන්නවා මේ රටේ හරක්ට ඔක්සිජන් ඕන නෑ කියල  54       ,2021-03-21 03:08:54
407,1,1373301943955648513,"ගම සමග පිළිසදර 15 වැනි වැඩසටහන නුවරඑළියේදී
      23",2021-03-20 15:54:32
408,2,1373167690462896133,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  කොළඹ දිස්ත්‍රික්ක ව්යාප්තිය  20210319
                   ",2021-03-20 07:01:04
409,3,1373167579913580548,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  දිස්ත්‍රික්ක ව්යාප්තිය  20210319
                   596",2021-03-20 07:00:37
410,4,1372918859460571139,චන්දෙ දීලා කෙලෝගත්තට පස්සේ මෝඩ බයියෝ කියන හිත නිවන කතාව අනේ ඔය ඔක්කොම එකයි 48 න් පස්සේ හැමෝම කළේ මිනිස්සු රවට්ටන එක තමයි ටොයියෝ බයියෝ කියල බෙදිලා මරාගෙන වැඩක් නෑ අපි හම්බුකලොත් අපි කනවා 😃   ,2021-03-19 14:32:18
411,5,1372881029166288903, 4 ජංගම දුරකථන වල  භාවිතා කිරීමේ හැකියාව නිළ වශයෙන් අවසන් කිරීමට කටයුතු කරයි    4,2021-03-19 12:01:58
412,6,1372855901485371392,"‘   1’ යුද අභ්‍යාසය සාලියපුරදී ආරම්භ වෙයි 
           46",2021-03-19 10:22:08
413,7,1372855682316206083,"ගල්කිස්ස අධිකරණ සංකීර්ණයෙහි පවතින අවශ්‍යතා සොයා බැලීමේ විශේෂ නිරීක්ෂණ චාරිකාව
           70",2021-03-19 10:21:15
414,8,1372854910966849536,"අනුරාධපුර දිස්ත්‍රික්කයේ සාර්ථක ගෝවා වගාවක් 
           07",2021-03-19 10:18:11
415,9,1372841653866692608,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  කොළඹ දිස්ත්‍රික්ක ව්යාප්තිය  20210318
                   02",2021-03-19 09:25:31
416,10,1372841562942545922,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  දිස්ත්‍රික්ක ව්යාප්තිය  20210318
                   34",2021-03-19 09:25:09
417,11,1372823650945048577,"බංග්ලාදේශ අග්‍රාමාත්‍යවරිය විසින් ශ්‍රී ලංකා අග්‍රාමාත්‍යතුමා මහත් හරසරින් පිළිගනියි
              365",2021-03-19 08:13:58
418,12,1372777049362817026,ගෝඨාභය රාජපක්ෂව ගෙදර යවන්නෙත් කාන්තාවෝ  3       ,2021-03-19 05:08:48
419,13,1372765391122878467,"දෙදින රාජ්‍යත්‍රාන්ත්‍රික නිල සංචාරයක් සඳහා අග්‍රාමාත්‍යතුමා බංග්ලාදේශය බලා පිටත්ව යයි
              26",2021-03-19 04:22:28
420,14,1372619199437176833,"දන්නවද නිවුස් අනුරපුර පොලොන්නරු දාගැබ් වැව් 20000 ගානක්  හදන්න රජවරු  මහා කැලෑ පාළුවක් කරලා
🙈🙈🙈

    1",2021-03-18 18:41:33
421,15,1372498332929564673,"“හෙළ සළු පියස” දීප ව්‍යාප්ත වැඩසටහනේ සමාරම්භය මාර්තු 22 වන දින පව0100 ට වයඹ කර්මාන්ත සංවර්ධන දෙපාර්තමේන්තුවේ පන්නල ජනසළු ආයතනයේදී 

          ",2021-03-18 10:41:17
422,16,1372497568312160259," 20210318 
අග්‍රාමාත්‍යතුමාගේ ප්‍රධානත්වයෙන් සිසු දරු යාත්‍රා දියත්වෙයි
          81",2021-03-18 10:38:14
423,17,1372495988737282048,"කොවිඩ් 19 වසංගත කාලසීමාවේදී  පුද්ගලික අංශයේ රැකියා අහිමිවූවන්ගේ තොරතුරු ලබා දෙන්න
ලිපිනය කම්කරු කොමසාරිස් 
11 මහල 
මෙහෙවර පියස
කොළඹ 5
දුක අංකය  011 2368502

           035",2021-03-18 10:31:58
424,18,1372495444295618562,"“හෙළ සළු පියස” දීප ව්‍යාප්ත වැඩසටහනේ සමාරම්භය මාර්තු 22 වන දින පව0100 ට වයඹ කර්මාන්ත සංවර්ධන දෙපාර්තමේන්තුවේ පන්නල ජනසළු ආයතනයේදී 
           1",2021-03-18 10:29:48
425,19,1372480397695545351, සහ     ද්විත්වයේ ඇති දුර්වලතාවයක් නිසාවෙන්  වෙබ් අඩවි මිලියන 7ක් පමණ අවධානමට ලක් වෙයි    0,2021-03-18 09:30:00
426,20,1372470019448311810,"ප්‍රවාහන අමාත්‍යවරයා සමඟ පැවති සාකච්ඡාවකින් පසු වර්ජනය අත්හිටුවීමට දුම්රිය රියදුරන් සහ නියාමකයන් තීරණය කරයිවෘත්තීය සමිති

   36",2021-03-18 08:48:46
427,21,1372429677160230912,ඩොලර් මිලියන් 25 ක හොර චෙක්පත් ගනුදෙණු කපු තරුණයාව එෆ්බීඅයි එකට බඳවගත්තා         ,2021-03-18 06:08:28
428,22,1372403158463389698,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  කොළඹ දිස්ත්‍රික්ක ව්යාප්තිය  20210317
                   ",2021-03-18 04:23:05
429,23,1372403077026738176,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  දිස්ත්‍රික්ක ව්යාප්තිය  20210317
                   818",2021-03-18 04:22:46
430,24,1372402523999375365,"උත්සව සමයේ ගෑස් මිල ඉහළ දැමීමේ අවශ්‍යතාවක් නැහැ  ගරු අග්‍රාමාත්‍ය මහින්ද රාජපක්ෂ මහතා
           820",2021-03-18 04:20:34
431,25,1372163651122077697,ප්‍රසිද්ධ  සේවාවක් වන  සේවාව චීන‍ය තුළ තහනම් කිරීමට චීන රජය කටයුතු කරයි    306,2021-03-17 12:31:22
432,26,1372155758498906113,මෙම වසරේ   ජංගම දුරකථනයක් නිකුත් නොකරනු ඇති බව  සමාගම ප්‍රකාශ කරයි    823,2021-03-17 12:00:00
433,27,1372112522170499072,ලංකාවේ සීනි හිඟයක් තිබුණේ නැහැජනතාවගෙන් විශාල ඉල්ලුමක් ආවෙත් නැහැ   34       ,2021-03-17 09:08:12
434,28,1372087034110611462,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  ගම්පහ දිස්ත්‍රික්ක ව්යාප්තිය  20210316
                   21",2021-03-17 07:26:55
435,29,1372086975629389824,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  කොළඹ දිස්ත්‍රික්ක ව්යාප්තිය  20210316
                   52",2021-03-17 07:26:41
436,30,1372086920096845827,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  දිස්ත්‍රික්ක ව්යාප්තිය  20210316
                   6",2021-03-17 07:26:28
437,31,1371982114376220674,   ඇතුළු ප්‍රසිද්ධ  ගිණුම්  කරමින්  වෙත දැවැන්ත  ප්‍රහාරයක් එල්ල කල තරුණයාට වසර 3ක සිර දඬුවම් නියම වෙයි    91,2021-03-17 00:30:00
438,32,1371842413795409926,"මාධ්ය නිවේදනය 20210316
කොරෝනා මරණ  2 ක් වාර්තා වු බව තහවුරු කරයි
     
 19      996",2021-03-16 15:14:53
439,33,1371756318483173376,"20210315 පස්වරු 830 වන විට කොවිඩ් 19 ප්‍රතිශක්තිකරණ වැඩසටහනේ ප්‍රගතිය 

       19      90",2021-03-16 09:32:46
440,34,1371756244969562114,"බස්නාහිර පළාතේ දහම් පාසල් නැවත ආරම්භ කිරීම 
          00",2021-03-16 09:32:29
441,35,1371747061054332928,"20210315 පස්වරු 830 වන විට කොවිඩ් 19 ප්‍රතිශක්තිකරණ වැඩසටහනේ ප්‍රගතිය 

       19      772",2021-03-16 08:55:59
442,36,1371746208369152002,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  මාතර දිස්ත්‍රික්ක ව්යාප්තිය  20210315
                   1",2021-03-16 08:52:36
443,37,1371745883264487426,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  දිස්ත්‍රික්ක ව්යාප්තිය  20210315
                   1",2021-03-16 08:51:19
444,38,1371553966148976644,සීනි දැක්කම ඉස්සර මතක් වෙන්නෙ එක්කො කූඹි නැත්තම් අන්දරේව   5046       ,2021-03-15 20:08:42
445,39,1371458608462917633,"මාධ්ය නිවේදනය 20210315
කොරෝනා මරණ 5 ක් වාර්තා වු බව තහවුරු කරයි
    
 19      323",2021-03-15 13:49:47
446,40,1371423452763017217,නොමිලයේ  නැරඹිය හැකි  සේවාව ඔවුන්ගේම  සහ  හඳුන්වාදීමට තීරණය කරයි    5576,2021-03-15 11:30:05
447,41,1371400930055221251,"වන විනාශය පිළිබදව පැතිරෙන තොරතුරු පිළිබද විවෘත ඩිජිටල් සංවාදයක් ජාතික සංවර්ධන මාධ්‍ය මධ්‍යස්ථානය අද සවස 530 ට සංවිධානය කර තිබෙනවා
             1",2021-03-15 10:00:35
448,42,1371400827865198595,"සමෘද්ධිලාභින් ව්‍යවසායකයින් ලෙස නගා සිටුවන්න  ගරු අග්‍රාමාත්‍ය මහින්ද රාජපක්ෂ මහතා 
              62",2021-03-15 10:00:11
449,43,1371400475149434887,"සංචාරක ක්ෂේත්‍රයේ නියුතුවුවන්‍ට රජය ලබා දුන් සහන පැකේජය මාස 06කින් දීර්ඝ කෙරේ
             0",2021-03-15 09:58:47
450,44,1371358547242414081,"ගම්පහ උද්භිද උද්‍යානයේ නව ප්‍රවේශ පාලමේ ඉදිකිරීම් ඇරඹෙයි
             7",2021-03-15 07:12:10
451,45,1371358444255547394,"මහනුවර හා තදාසන්න ප්‍රදේශවල වායු දූෂණය අවම කිරීමට විද්වත් කතිකාවතක්
             2",2021-03-15 07:11:46
452,46,1371352444471369728,"මනු හස්ති සග්‍රාමයට නැවතුමක ලකුණක්
දෙසතිය  මාර්තු දෙවන කලාපය කියවන්න
           53",2021-03-15 06:47:55
453,47,1371352082930831360,"ශ්‍රී ලංකාවේ කොවිඩ්19 ආසාදිතයින් වාර්තාවීම  දිස්ත්‍රික්ක ව්යාප්තිය  20210314
          ",2021-03-15 06:46:29
454,48,1371327472927653890,අද මේ ආණ්ඩුවට ඩඩ්ලිගෙ හාල් මිලවත් පාලනය කරගන්න බෑ  7       ,2021-03-15 05:08:42
455,49,1371323110108975107,"මනු හස්ති සග්‍රාමයට නැවතුමක ලකුණක්
දෙසතිය  මාර්තු දෙවන කලාපය කියවන්න

             4",2021-03-15 04:51:22
456,50,1371030695913558016,"අර සීනි කේස් එකට  වගකියන්න ඕන කියලා හිතෙන්නේ මට විතරද 

      ",2021-03-14 09:29:25
457,51,1370829073212190721,ජාතික ආරක්ෂාව ගැන පළපුරුද්දක් කැක්කුමක් තියෙන කෙනෙක් මම   4       ,2021-03-13 20:08:14
458,52,1370779649597313031,"මාධ්‍ය නිවේදනය  20210313
අද පස්වරු 830 වන විට කොවිඩ් 19 ප්‍රතිශක්තිකරණ 
වැඩසටහනේ ප්‍රගතිය 
     
 19      485",2021-03-13 16:51:50
459,53,1370759876490584069,"එකම රැවුල 
එකක් ලෝකෙ විනාශ කළා 
එකක් ලෝකෙ හිනැස්සුවා
 91",2021-03-13 15:33:16
460,54,1370706207271391233, 9  එක එළිදැක්වීමට සමගාමීව ඔවුන්ගේ ප්‍රථම  එක ද එළිදැක්වීමට  සමාගම සූදානම් වෙයි    16,2021-03-13 12:00:00
461,55,1370683558013005828, සමාගම විසින්   එක නිෂ්පාදනය කිරීම අතහැර දැමීමට තීරණය කරයි    085,2021-03-13 10:30:00
462,0,1375306592057389061,පැතුම් නිශ්ශංකව තව කුසල් මෙන්ඩිස් කෙනෙක් කරන්න එපා  පුහුණුකරු      29,2021-03-26 04:40:18
463,1,1375298922743177216,අප්‍රේල් 1 සිට රජයේ මිලට සහල්  නාඩු 93ට කැකුළු 95ට 0      5,2021-03-26 04:09:49
464,2,1375292801122885635,"20210325 පස්වරු 830 වන විට කොවිඩ් 19 ප්‍රතිශක්තිකරණ වැඩසටහනේ ප්‍රගතිය 

       19      5",2021-03-26 03:45:30
465,3,1375289610637508611,කොළඹ කුණුවලින් කෝටි 32ක පාඩුවක් 5    6,2021-03-26 03:32:49
466,4,1375263748915519489,බස් අනතුරේ ගල ඉවත් කරයි      1,2021-03-26 01:50:03
467,5,1375250462954319878,කැලණිතිස්ස බලාගාරය යළි පණ ගන්වයි 477    38,2021-03-26 00:57:15
468,6,1375241910051237889,අද කාළගුණය හවසට වැස්ස 487     48,2021-03-26 00:23:16
469,7,1375129198956703744,සිංහරාජය වන විනාශය බලන්න මන්ත්‍රීවරු 11 රක්වානට 08    74,2021-03-25 16:55:24
470,8,1375123826976071681,පොල්තෙල් කිලෝ එක්ලක්ෂ 83000 ක් ආපසු හරවන්න රේගුවෙන් නියෝග      777,2021-03-25 16:34:03
471,9,1375085158055878656,කුලියාපිටිය පොලිසියේ ජීප් රථයකට ගල් ප්‍රහාරයක් 0     ,2021-03-25 14:00:24
472,10,1375076766721613824,මත්ද්‍රව්‍ය සමග කොටු වූ බන්ධනාගාර නියාමකවරයාගේ වැඩ තහනම්     5,2021-03-25 13:27:03
473,11,1375060697072029701,පාසල් වෑන් රියේ දොර හදිසියේ විවෘත වී 5 හැවිරිදි දරුවා ඇදවැටී මරුට 62    ,2021-03-25 12:23:12
474,12,1375038536810782720,වීරකැටියේ පාසල් හතරක් අද සහ හෙට වසයි 2     9429,2021-03-25 10:55:08
475,13,1375031963128500226,"මෙරට කෘෂිකාර්මික ශබ්දකෝෂයෙන් පුරන් කුඹුරු ඉවත්කරමින් 
පුරන් කුඹුරු අස්වැද්දීමේ ජාතික ක්‍රියාන්විතය ඇරඹෙයි
           9",2021-03-25 10:29:01
476,14,1375029369375125505,කොටුගොඩ මහා නාහිමියන්ගේ ශ්‍රී දේහය රැගත් ආදාහන පෙරහැර ඇරඹේ 13    5,2021-03-25 10:18:43
